0 1:27 2:0 3:0 4:4 5:0 6:0 7:0 8:0 
0 1:32 2:0 3:0 4:21 5:0 6:0 7:0 8:0 
0 1:27 2:117 3:136 4:826 5:32 6:24 7:68 8:52 
0 1:32 2:0 3:0 4:38 5:0 6:0 7:0 8:0 
0 1:27 2:11 3:11 4:62 5:0 6:0 7:1 8:0 
0 1:32 2:6 3:6 4:106 5:3 6:4 7:5 8:4 
0 1:37 2:40 3:28 4:197 5:9 6:10 7:5 8:2 
0 1:27 2:21 3:15 4:128 5:0 6:0 7:3 8:0 
0 1:37 2:58 3:49 4:748 5:27 6:2 7:38 8:3 
0 1:32 2:12 3:14 4:130 5:8 6:12 7:5 8:8 
0 1:27 2:18 3:12 4:120 5:1 6:1 7:2 8:1 
0 1:32 2:28 3:24 4:133 5:8 6:3 7:4 8:6 
0 1:27 2:21 3:15 4:124 5:1 6:2 7:3 8:0 
0 1:22 2:31 3:27 4:164 5:3 6:1 7:8 8:6 
0 1:22 2:25 3:22 4:152 5:0 6:4 7:3 8:1 
0 1:32 2:23 3:24 4:116 5:3 6:1 7:1 8:1 
0 1:37 2:3 3:3 4:24 5:0 6:0 7:0 8:1 
0 1:37 2:6 3:4 4:129 5:11 6:10 7:24 8:19 
0 1:32 2:21 3:19 4:127 5:2 6:0 7:2 8:0 
0 1:37 2:17 3:18 4:99 5:3 6:5 7:2 8:1 
0 1:22 2:23 3:25 4:130 5:1 6:2 7:0 8:4 
0 1:37 2:23 3:51 4:464 5:0 6:6 7:5 8:21 
0 1:37 2:30 3:30 4:175 5:1 6:1 7:0 8:5 
0 1:37 2:21 3:15 4:120 5:3 6:0 7:4 8:0 
0 1:32 2:0 3:0 4:4 5:0 6:0 7:0 8:0 
0 1:37 2:179 3:45 4:532 5:34 6:1 7:31 8:2 
